AI,Industry,Status,Facility,sic,Facility Name,Physical Address,Municipality,County,State,Zip,Latitude,Longitude,NO_tpy,CO_tpy,VOC_tpy,PM10_tpy,SO2_tpy
37945,O&G-Production Facility,Active,Minor,,Matador - B Banker Facility,1.25 SE of Loving,Loving,Eddy,NM,88256    ,32.265978,-104.083722,31.5,59.95,43.41,1.3,.101
37946,O&G-Production Facility,Active,Synthetic Minor,,Matador - Paul Facility,2.4 mi SE of Malaga,Malaga,Eddy,NM,88263    ,32.194844,-104.048747,29.01,6.02,40.14,0.03,
37947,O&G-Production Facility,Active,Synthetic Minor,,Matador - Jimmy Kone Facility,2.1 mi S of Loving,Loving,Eddy,NM,88256    ,32.246187,-104.103522,15.97,10.01,93.43,1.28,0.07
37948,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,COG Operating - Geronimo Fed Com 11H Battery,15.2 mi S of Maljamar,Maljamar,Lea,NM,88264    ,32.640283,-103.709814,4.55,8.88,38.2,1.37,
37949,O&G-Production Facility,Active,Notice of Intent,,Matador - Parker 5 Federal No 1,9.6 mi N of Nimenim Ridge,Nimenim Ridge ,Eddy,NM,88210    ,32.770147,-103.898419,,,18,,
37949,O&G-Production Facility,Active,Notice of Intent,,Matador - Parker 5 Federal No 1,9.6 mi N of Nimenim Ridge,Nimenim Ridge ,No corresponding county,NM,88210    ,32.770147,-103.898419,,,18,,
37950,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,COG - Switchback State 21 H Battery,5.8 mi W of Malaga ,Malaga,Eddy,NM,88263    ,32.2253,-104.170494,8.0,15.6,43.2,1.4,
37951,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,XTO - James Ranch Unit (JRU) DI 1A Battery,13 mi E of Loving,Loving,Eddy,NM,88256    ,32.38,-103.87,40.62,83.55,94.085,1.53,.43
37952,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,COG - Graham Nash Fed Com 7H Battery,14.2 mi S of Malaga,Malaga,Eddy,NM,88263    ,32.020996,-104.100704,6,11.9,54,1.4,
37953,O&G-Compressor Station,Active,Synthetic Minor,,EOG - Odin Compressor Station ,23.1 mi SW of Jal,Jal,Lea,NM,88252    ,32.028333,-103.570278,65.2,58.4,98.7,6.2,49.4
37954,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,OXY - Turkey Track CTB and Gas Sales Compression,20 mi NNE of Carlsbad,Carlsbad,Eddy,NM,88221    ,32.682039,-104.095775,46.7,87.9,107,3.0,0.5
37955,O&G-Production Facility,Active,Notice of Intent,,EOG - Wicked 17 State Com No301H,12.1 mi SW of Eunice,Eunice,Lea,NM,88231    ,32.310983,-103.381686,6.7,13.1,49.6,,
37956,O&G-Production Facility,Active,Minor,,EOG - Pistolero 15 Fed No701H - GCP6-7379,15.3 mi West of Jal,Jal,Lea,NM,88252    ,32.135717,-103.464853,8.9,10.5,29.7,1.5,
37957,O&G-Production Facility,Active,Synthetic Minor,,WPX - Tucker Draw Fed Com,16.5 mi SE of Malaga,Malaga,Eddy,NM,88263    ,32.048989,-103.880831,36.62,85.76,96.58,4.11,0.14
37958,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Apache - Outlaw State,13.4 NE of Artesia,Artesia,Eddy,NM,88210    ,32.800722,-104.192167,0.7,3.1,19.2,,3.2
37959,O&G-Compressor Station,Active,Synthetic Minor,,ETC - Whitehorn Compressor Station,12.2 mi S of Malaga,Malaga,Eddy,NM,88263    ,32.047564,-104.060614,54.3,54.3,97.4,3.7,0.2
37960,O&G-Production Facility,Active,Minor,,EOG - Osprey 10 No602H and No701H - GCP6,15.2 mi W of Jal,Jal,Lea,NM,88252    ,32.140547,-103.463725,6.0,11.2,31.0,1.1,
37961,O&G-Production Facility,Active,Notice of Exemption,,Juniper Resources - Pinon 305H Pad,10 mi WNW of Nageezi,Nageezi,San Juan,NM,87037    ,36.309408,-107.908844,4.41,7.872,44.54,,
37962,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Devon - Tommys Boy Federal 1 Battery,7.63 mi NE of Malaga,Malaga,Eddy,NM,88263    ,32.251387,-103.944957,19.91,1.467,0.3946,0.26,
37963,MINING-Rock Crusher,Active,Synthetic Minor,,Landscape - Torres Pit - GCP2-7387,2.3 mi N of Mountainair,Mountainair,Torrance,NM,87036    ,34.558611,-106.259444,13.6,2.9,1.1,44.7,0.9
37965,O&G-Compressor Station,Active,Synthetic Minor,,Lucid - Humidor Compressor Station,5.75 mi SW of Loving,Loving,Eddy,NM,88256    ,32.207392,-104.154511,48.8,35.7,43.5,2.1,2.2
37966,MINING-Rock Crusher,Active,Synthetic Minor,,Mesa Sand and Gravel Crusher No1 - GCP2-7390,3.6 mi N of intersection of,Farmington,San Juan,NM,87410    ,36.754722,-108.091583,70.47,16.16,2.08,55.2,
37967,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Devon Energy - CDU 18 CTB No1,21.7 mi SE of Malaga,Malaga,Eddy,NM,88263    ,32.125806,-103.719361,6.7,,98.41,1.12,
37968,CON-Concrete Batch Plant,Active,Synthetic Minor,,Mesa Ready Mix No1 - GCP5-7391,4.0 mi NNE of intersection,Farmington,San Juan,NM,87410    ,36.756194,-108.070028,95,95,95,,50
37969,O&G-Production Facility,Active,Notice of Intent,,EOG - Righteous 6 State No601Y,12.0 mi SW of Eunice,Eunice,Lea,NM,88231    ,32.331892,-103.399258,11.9,23.6,48.8,0.82,
37971,O&G-Production Facility,Active,Minor,,CIG Logistics,3 mi NW of Loving,Loving,Eddy,NM,88256    ,32.321456,-104.125811,,,,0.9,
37972,O&G-Production Facility,Active,Synthetic Minor,,"Cimarex - Da Vinci 7-18 Fed 6H, 9H, 29H-30H Facility",8.55 mi SW of Whites City,Whites City,Eddy,NM,88268    ,32.148528,-104.234031,3.4,11.7,53.0,4.5,
37973,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Coriander AOC 1-12 State 1H Facility,27 mi NE of Malaga,Malaga,Eddy,NM,88263    ,32.338631,-103.622239,11.86,24.78,99.42,9.56,
37973,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Coriander AOC 1-12 State 1H Facility,27 mi NE of Malaga,Malaga,Lea,NM,88263    ,32.338631,-103.622239,11.86,24.78,99.42,9.56,
37974,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Forge Energy - Schubert 18-14H Battery,3.3 mi NE of Nadine,Nadine,Lea,NM,88240    ,32.653611,-103.083194,,,15.07,,
37976,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Mescalero 19 Federal 1 Facility ,25.12 mi SW of Lovington,Lovington,Lea,NM,88260    ,32.643889,-103.596661,5.53,11.64,24.59,0.55,
37977,O&G-Production Facility,Active,Notice of Intent,,EOG - Gutsy Bun Fed Com No1H,7.6 mi SE of whites City,Whites City,Eddy,NM,88268    ,32.078497,-104.30564,12.0,16.2,48.6,,
37978,O&G-Production Facility,Active,Synthetic Minor,,DLK - Black River Dehy Facility,2.5 mi S of Loving,Loving,Eddy,NM,88256    ,32.254039,-104.101364,2.3,4.3,80.3,,
37979,O&G-Compressor Station,Active,Minor,,OXY - Turkey Track Central Gas Lift Station,20.5 mi NNE of Carlsbad,Carlsbad,Eddy,NM,882208822,32.680719,-104.083939,26.5,53.8,67.1,2.06,0.3
37980,O&G-Production Facility,Active,,,EOG - Elk Wallow 11 State 1H & 2H,12 mi SE of Loving,Loving,Eddy,NM,88256    ,32.150972,-103.962353,18.45,7.31,56.8,0.72,
37981,O&G-Production Facility,Active,,,EOG - Elk Wallow 11 State 3H & 8H,12 mi SE of Loving,Loving,Eddy,NM,88256    ,32.152122,-103.952733,0.77,0.76,52.86,0.1,
37982,O&G-Production Facility,Active,Notice of Intent,,West Brushy Federal 33 No 1,15.5 mi SE of Loving,Loving,Eddy,NM,88256    ,32.080517,-103.992814,2.10,1.71,73.10,0.17,0.01
37983,O&G-Production Facility,Active,Notice of Intent,,Cimarex Energy - State LF 32-5 2H Facility,10.15 mi NE of Maljamar,Maljamar,Lea,NM,88264    ,32.884789,-103.589289,12.3,24.9,43.6,,
37985,MINING-Rock Crusher,Active,Synthetic Minor,,Elam Construction - Elam GCP2 Crusher No1,1.5 mi E of intersection of highway 64,Kirtland,San Juan,NM,87417    ,36.744333,-108.331833,77.0,17.31,3.49,,
37986,CON-Concrete Batch Plant,Active,Synthetic Minor,,Elam Construction - Elam GCP5 No1,1.35 mi E of intersection of HWY,Kirtland,San Juan,NM,87417    ,36.743583,-108.335444,,,,,
37987,O&G-Production Facility,Active,Minor,,EOG - Nectarine 13 State Com,21 mi W of Eunice,Eunice,Lea,NM,88231    ,32.4855,-103.533194,8.9,10.4,42.5,1.5,
37988,O&G-Production Facility,Active,Minor,,EOG - Naguss 30 State Com No501H,16.9 mi W of Eunice,Eunice,Lea,NM,88252    ,32.456442,-103.516208,8.9,10.4,42.4,1.5,
37991,O&G-Compressor Station,Active,Minor,,Lucid - Cottonwood Compressor Station,11.5 SE of Whites City,Whites City,Eddy,NM,88268    ,32.020819,-104.302167,67.2,67.2,84.2,4.7,0.3
37992,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Spur - Dodd Federal Unit 15A Battery,4.52 mi WNW of Loco Hills,Loco Hills,Eddy,NM,88255    ,32.827916,-104.057654,0.5,0.4,45.8,0.8,
37993,O&G-Compressor Station,Active,Minor,,Lucid - Lusk Compressor Station - GCP4-7418,30 mi E of Carlsbad,Carlsbad,Eddy,NM,88220    ,32.556839,-103.721944,,,,,
37993,O&G-Compressor Station,Active,Minor,,Lucid - Lusk Compressor Station - GCP4-7418,30 mi E of Carlsbad,Carlsbad,Lea,NM,88220    ,32.556839,-103.721944,,,,,
37994,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Eagle 2 State North TB,15.6 mi W of Monument,Monument,Lea,NM,88265    ,32.604064,-103.532547,0.3,0.2,80.6,,
37995,O&G-Tank Battery/Bulk Fuel Storage,Active,Minor,,Abajo POD Compressor Station,23 mi NE of Aztec,Aztec,San Juan,NM,87410    ,36.946419,-107.857647,27.5,13.0,25.0,,
37996,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,Devon Energy - Seawolf 1-12 CTB 1,19.7 mi SW of Jal,Jal,Lea,NM,88252    ,32.076889,-103.52675,29.7,62.5,112.3,,
37998,O&G-Production Facility,Active,Notice of Intent,,COG - Caverns Fed Com 4H Battery,9.91 mi SSW of Whites City,Whites City,Eddy,NM,79710    ,32.033999,-104.407205,6.2,12.0,41.7,2.4,
38001,O&G-Production Facility,Active,Notice of Intent,,EOG - Almost Eddy 31 Fed No 1H,29.3 mi of Jal,Jal,Lea,NM,88252    ,32.080186,-103.707107,11.2,14.6,46,,
38002,FOOD-Other,Active,Notice of Exemption,,Santa Fe Coffee Roasters Company,2410 Avendia Chaparral ,Santa Fe,Santa Fe,NM,87505    ,,,0.002,,0.02,,
38004,O&G-Gas Plant,Active,Synthetic Minor,,Summit - Lane Gas Plant,25 mi NE of Carlsbad,Carlsbad,Eddy,NM,88220    ,32.534722,-103.828611,53.9,59.8,88.8,2.3,0.27
38005,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,BTA - Chiso 14 State 8711 3H and 4H Battery,16.56 mi WSW of Eunice,Eunice,Lea,NM,88231    ,32.3849,-103.4357,9.5,17.6,71.6,3.0,
38006,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,BTA - Mesa 8105 JV-P 9H and 11H Battery,25.78 mi WSW of Jal,Jal,Lea,NM,88252    ,32.065842,-103.62904,6.42,12.27,62.77,1.33,
38008,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,1311,Devon - Todd-Apache 6 CTB 1,22 mi NE of Loving,Loving,Eddy,NM,88256    ,32.338272,-103.720522,17.5,36.7,99.7,2.1,0.16
38008,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,1311,Devon - Todd-Apache 6 CTB 1,22 mi NE of Loving,Loving,Lea,NM,88256    ,32.338272,-103.720522,17.5,36.7,99.7,2.1,0.16
38009,O&G-Production Facility,Active,Notice of Intent,,EOG - Antietam 9 Fed Com CTB ,22.8 mi W of Jal,Jal,Lea,NM,88252    ,32.150744,-103.570275,9.4,16.5,47.8,1.5,0.07
38010,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Devon - Cotton Draw Unit 27 CTB 5,23 mi SE of Loving,Loving,Eddy,NM,88256    ,32.089361,-103.761075,9.5,18.6,93.2,2.99,
38015,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,Devon - Thistle Unit 22 CTB 2,24.6 mi NW of Jal ,Jal,Lea,NM,88252    ,32.295333,-103.554583,28.9,60.7,92.0,2.4,0.3
38016,O&G-Production Facility,Active,Notice of Intent,,McElvain - EK30-31 BS Fed Com 1H-2H,21.4 mi W of Hobbs,Hobbs,Lea,NM,882408824,32.711711,-103.593792,,,,,
38017,O&G-Production Facility,Active,Notice of Intent,,McElvain - EK29 BS2 Fed 1H-2H,20.4 mi W of Hobbs,Hobbs,Lea,NM,882408824,32.725328,-103.578528,,,,,
38018,O&G-Well Head,Active,Notice of Intent,,Cimarex - Hackberry 26 Federal Com 1H Wellhead,22.3 mi SW of Carlsbad,Carlsbad,Eddy,NM,88255    ,32.636161,-103.937861,12.46,24.91,10.05,,
38019,O&G-Tank Battery/Bulk Fuel Storage,Active,Minor,,Plains - Delaware Ranch 13EH Fed Com 1H Battery,12 mi SE of Malaga,Malaga,Eddy,NM,88263    ,32.050089,-104.042661,0.52,39.93,0.52,,
38020,O&G-Well Head,Active,Notice of Intent,,Cimarex - Crescent Hale 10 4H Wellhead Facility,10.3 mi S of Loco Hills,Loco Hills,Eddy,NM,88255    ,32.670939,-103.939992,12.46,24.91,10.05,0.86,
38021,O&G-Production Facility,Active,Synthetic Minor,,Devon - Rio Blanco 4 CTB 1,23 mi NW of Jal,Jal,Lea,NM,88252    ,32.334722,-103.482944,29.3,60.3,99.2,2.6,
38022,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,Plains - Delaware Ranch 14 B2B0 Fee No1H Battery,12 mi SE of Malaga,Malaga,Eddy,NM,88263    ,32.049833,-104.054556,0.52,39.93,0.52,,
38023,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,Plains - Blue Jay Fed 1H,23 mi SW of Hobbs,Hobbs,Lea,NM,88240    ,32.566111,-103.495367,0.5,39.9,0.5,,
38024,O&G-Compressor Station,Active,Synthetic Minor,,XTO - Raider Compressor Station,9 mi E of Loving,Loving,Eddy,NM,88256    ,32.263889,-103.933889,85.9,90.5,94.2,6,8
38026,O&G-Production Facility,Active,Minor,,Enduring - N Escavada UT No315/316/330/331,7.46 mi SW of Counselor,Councelor,Sandoval,NM,87018    ,36.151178,-107.57045,63.9,23.3,60.9,4.8,
38027,O&G-Compressor Station,Active,Synthetic Minor,,XTO - Wolverine Compressor Station,10 mi SE of Malaga,Malaga,Eddy,NM,88263    ,32.141111,-103.925,85.90,90.5,94.18,6.04,8.0
38028,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,Plains - Delaware Ranch 12 MD Fed Com No 1H,12.1 mi SE of Malaga,Malaga,Eddy,NM,88263    ,32.0501,-104.047519,,,,,
38029,O&G-Production Facility,Active,Synthetic Minor,,Devon - Gaucho 21 Wellpad 2,24 mi NW of Jal,Jal,Lea,NM,88252    ,32.370825,-103.468119,14.9,31.2,95.9,1.5,
38030,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,Plains - Scharb 10B3NC State No1H Battery,24 mi SW of Hobbs,Hobbs,Lea,NM,88240    ,32.668361,-103.549808,0.52,39.93,0.52,,
38031,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,XTO - Severus East Tank Battery,26 mi WNW of Eunice,Eunice,Lea,NM,88231    ,32.539167,-103.598056,40.4,76.3,95.0,4.3,
38033,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,XTO - Ross Draw 3031 Tank Battery,17 mi SE of Malaga,Malaga,Eddy,NM,88263    ,32.000833,-103.915556,48.3,92.1,92.1,3.3,
38035,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,XTO - Remuda 200 Tank Battery,8 mi W of Loving,Loving,Eddy,NM,88256    ,32.279444,-103.937778,2.4,3.7,23.7,,
38036,MINING-Rock Crusher,Active,Minor,,United Materials - Aggregate Facility No8 GCP2-7456,23 mi E of Lovington,Lovington,Lea,NM,88260    ,32.915,-103.739444,41.22,9.44,,7.8,
38037,O&G-Production Facility,Active,Notice of Intent,,WPX - Dobro 16 State 1H,17.2 mi SE of Malaga,Malaga,Eddy,NM,88263    ,32.037606,-103.879978,7.9,24.8,54.6,,
38038,O&G-Tank Battery/Bulk Fuel Storage,Active,Minor,,Hilcorp - Culebra POD Compressor Station ,23 mi NE of Aztec,Aztec,San Juan,NM,87410    ,36.992361,-107.821394,30,19.2,23.7,,
38039,O&G-Production Facility,Active,Synthetic Minor,,Devon Energy - Lusitano 27 CTB 6,23.3 mi SE of Loving,Loving,Eddy,NM,88256    ,32.106058,-103.758672,22,45.4,99.3,2.7,0.0032
38040,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,XTO Energy - Remuda 500 Tank Battery,9 mi E of Loving ,Loving,Eddy,NM,88256    ,32.271111,-103.937778,47.44,90.45,93.25,2.41,0.42
38041,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,XTO - James Ranch Unit DI 1 Tank Battery,11.8 mi E of Loving,Loving,Eddy,NM,88256    ,32.372778,-103.876389,36.5,68.5,94.5,2.6,
38042,O&G-Production Facility,Active,Notice of Intent,,Cimarex Energy - White City 14 Federal 1 Facility,7.43 mi SE of Whites City,Whites City,Lea,NM,88268    ,32.132472,-104.260061,11.6,25.0,28.9,1.1,
38045,O&G-Compressor Station,Active,Minor,,Sendero - Brantley Compressor Station,5.0 mi SE of Loving,Loving,Santa Fe,NM,88256    ,32.265886,-104.011094,32.8,65.20,24.3,4.6,
38046,O&G-Compressor Station,Active,Synthetic Minor,,Sendero - Bounds Compressor Station,7.0 mi ENE of Whites City,Whites City,Eddy,NM,88268    ,32.222808,-104.270833,42.9,85.6,26.5,4.6,0.15
38047,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Spur - Flat Head Fed Com 27H Battery,2.25 mi SE of Maljamar,Maljamar,Lea,NM,88264    ,32.838802,-103.731548,5.73,10.77,40.62,0.64,
38048,CON-Concrete Batch Plant,Active,Synthetic Minor,,Jobe Materials - Santa Teresa Batch Plant ,2.6 mi ESE of Santa Teresa,Santa Teresa,Dona Ana,NM,88008    ,31.816944,-106.696111,95,95,95,,50
38049,O&G-Compressor Station,Active,Synthetic Minor,1311,Lucid - Seawolf Compressor Station,19.1 mi W of Jal,Jal,Lea,NM,88252    ,32.086153,-103.529725,59.93,59.86,93.05,3.802,4.016
38050,O&G-Production Facility,Active,Synthetic Minor,,"Vaca Draw 20-17 Federal 1H-8H, 13H, 43H-45H, 71H-73H Facility",23.72 mi W of Jal,Jal,Lea,NM,88252    ,32.111825,-103.599497,2.95,9.81,60.68,0.08,
38051,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,Cimarex - Triste Draw 25 West Battery ,27.26 mi E of Loving,Loving,Eddy,NM,88252    ,32.271689,-103.630861,24.22,35.72,88.84,8.44,
38052,O&G-Production Facility,Active,Notice of Intent,,EOG - Frazier 27 State Com No 703H,21.5 mi NW of Jal,Jal,Lea,NM,88252    ,32.194231,-103.563017,12,16.2,54.2,,
38053,O&G-Production Facility,Active,Notice of Intent,,Cimarex Energy - Thyme APY Fed 9H Facility,27.8 mi E of Loving,Loving,Eddy,NM,88231    ,32.340169,-103.626389,12.25,24.84,56.64,2.3,
38054,O&G-Compressor Station,Active,Synthetic Minor,1311,Summit - Severus Compressor Station ,~30 mi WSW of Hobbs,Hobbs,Lea,NM,882408824,32.5475,-103.675556,18.8,13.5,86.1,1.4,
38055,O&G-Compressor Station,Active,Synthetic Minor,,Summit - Blossom Compressor Station,20 mi NE of Carslbad,Carlsbad,Eddy,NM,882208822,32.583889,-103.942778,29.7,15.7,111.9,2.1,0.2
38056,O&G-Compressor Station,Active,Major-Title V ,,XTO - Wildcat Compressor Station ,18 mi SE of Loving,Loving,Eddy,NM,88256    ,32.201944,-103.777778,168.3,243.0,246.5,17.3,23.9
38058,O&G-Production Facility,Active,Synthetic Minor,,Cimarex - Hallertau 5 Federal 7-11H 16H Facility,24.17 mi SE of Malaga,Malaga,Eddy,NM,88263    ,32.067439,-103.7018,31.38,79.53,77.33,3.40,
38060,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Marathon - Bootlegger 1H Tank Battery,13 mi NE of Carlsbad,Carlsbad,Eddy,NM,88220    ,32.566889,-104.072639,7.8,15.2,90.6,2.7,
38061,O&G-Production Facility,Active,Notice of Intent,,Marathon - Battle 34 Federal No4 Tank Battery,24 mi W of Eunice,Eunice,Lea,NM,88231    ,32.44307,-103.56583,4.1,7.5,32.0,,
38062,O&G-Production Facility,Active,Notice of Intent,,Marathon - Chicken Fry Federal Com No1H Tank Battery,1 mi S of Malaga,Malaga,Eddy,NM,88263    ,32.209472,-104.067694,7.75,14.55,94.83,1.52,
38063,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,XTO - PLU Brushy Draw East Tank Battery,11 mi SE of Malaga,Malaga,Eddy,NM,88263    ,32.1325,-103.92,36.5,68.5,94.5,2.6,
38064,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,XTO - PLU Brushy Draw West Tank Battery,11 mi SE of Malaga,Malaga,Eddy,NM,88263    ,32.1325,-103.927778,36.5,68.5,94.5,2.6,
38065,CON-Asphalt Plant,Active,Synthetic Minor,,Albuquerque Asphalt - Portable HMA 1 - GCP3-7484,1 mi N of Jamestown,Jamestown,McKinley,NM,87347    ,35.487775,-108.448869,95,95,95,,
38066,O&G-Loading/Unloading Rack,Active,Notice of Intent,,McCulloch - Farmington Bulk Facility,0.47 mi E of intersection,Farmington,San Juan,NM,87401    ,36.722222,-108.213056,,,,4.5,
38067,O&G-Gas Plant,Active,Major-Title V ,,3 Bear - 3 Bear Libby Gas Plant,16.2 mi SW of Monument,Monument,Lea,NM,88240    ,32.542358,-103.525728,145.83,241.74,182.77,8.91,238.35
38069,O&G-Compressor Station,Active,Synthetic Minor,,ETC - Ross Ranch Compressor Station,17 mi SE of Loving,Malaga,Eddy,NM,88263    ,32.0654,-103.939525,55.8,38.5,45.3,3.5,10.23
38070,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Plains Marketing - Maljamar South Station,13.2 mi S of Maljamar,Maljamar,Lea,NM,88264    ,32.656444,-103.784583,39.8,4.1,41.9,5.68,
38071,O&G-Compressor Station,Active,Synthetic Minor,,DCP - Rocco Compressor Station,21 Mi East of Malaga,Malaga,Eddy,NM,88263    ,32.313694,-103.719139,85.0,20.3,82.0,4.6,6.3
38071,O&G-Compressor Station,Active,Synthetic Minor,,DCP - Rocco Compressor Station,21 Mi East of Malaga,Malaga,Lea,NM,88263    ,32.313694,-103.719139,85.0,20.3,82.0,4.6,6.3
38075,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Red Hills Unit 17H Facility,22.7 mi W of Jal,Jal,Lea,NM,88252    ,32.091194,-103.5787,11.96,24.87,96.70,2.97,
38077,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Cottonmouth 23 Fed Com 2H Battery,13.19 mi S of Malaga,Malaga,Eddy,NM,88263    ,32.034363,-104.067521,5.6,11.6,66.6,1.2,
38079,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,COG Operating - Sidewinder Fed Com 4H Battery,15.86 mi SE of Malaga,Malaga,Eddy,NM,88263    ,32.000783,-104.012252,5.3,9.9,22.8,,
38080,O&G-Compressor Station,Active,Notice of Intent,,BP America - H9 Straddle Compressor Facility,4 mi N of Aztec,Aztec,San Juan,NM,87410    ,36.884,-107.9708,24.48,22.77,6.42,0.49,0.03
38081,O&G-Production Facility,Active,Notice of Intent,,Mack Energy - Klondike State Com CTB,15.7 mi E of Lake Arthur,Lake Arthur,Chaves,NM,88253    ,32.987778,-104.097222,2.3,2.8,22.8,1.6,
38082,O&G-Compressor Station,Active,Synthetic Minor,,3 Bear Aztec Compressor Station,21.3 mi SW of Monument,Monument,Lea,NM,88240    ,32.488361,-103.593869,97.2,90.9,91.4,3.7,2.5
38083,O&G-Compressor Station,Active,Synthetic Minor,,3 Bear Outland Compressor Station,15.7 mi SW of Monument,Monument,Lea,NM,88240    ,32.472072,-103.465856,97.2,91.0,91.5,3.7,2.5
38084,O&G-Production Facility,Active,Notice of Intent,,Devon - North Thistle 34 CTB 2,26.8 mi NW of Jal,Jal,Lea,NM,88252    ,32.354292,-103.553275,11,20.6,93.3,,
38085,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,XTO - James Ranch Unit DI 2 Tank Battery,14 mi E of Loving,Loving,Eddy,NM,88256    ,32.362222,-103.837778,43.4,82.4,94.4,1.9,0.23
